timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774206040,628.7333333333333,166429984.0,665719939.0,2.0
1774206045,628.7333333333333,166429984.0,665719939.0,2.0
1774206050,2184.0666666666666,166429984.0,665719939.0,2.0
1774206055,2184.0666666666666,166429984.0,665719939.0,2.0
1774206060,3789.05,166429984.0,665719939.0,2.0
1774206065,3789.05,166429984.0,665719939.0,2.0
1774206070,5410.566666666667,166429984.0,665719939.0,2.0
1774206075,5410.566666666667,166429984.0,665719939.0,2.0
1774206080,6949.333333333333,166429984.0,665719939.0,2.0
1774206085,6949.333333333333,166429984.0,665719939.0,2.0
1774206090,8587.416666666666,166429984.0,665719939.0,2.0
1774206095,8587.416666666666,166429984.0,665719939.0,2.0
1774206100,9596.75,166429984.0,665719939.0,2.0
1774206105,9596.75,166429984.0,665719939.0,2.0
1774206110,9629.85,166429984.0,665719939.0,2.0
1774206115,9629.85,166429984.0,665719939.0,2.0
1774206120,9547.083333333334,166429984.0,665719939.0,2.0
1774206125,9547.083333333334,166429984.0,665719939.0,2.0
1774206130,9547.083333333334,166429984.0,665719939.0,2.0
1774206135,9480.9,166429984.0,665719939.0,2.0
1774206140,9480.9,166429984.0,665719939.0,2.0
1774206145,9464.366666666667,166429984.0,665719939.0,2.0
1774206150,9464.366666666667,166429984.0,665719939.0,2.0
1774206155,9216.116666666667,166429984.0,665719939.0,2.0
1774206160,9216.116666666667,166429984.0,665719939.0,2.0
1774206165,9083.716666666667,166429984.0,665719939.0,2.0
1774206170,9083.716666666667,166429984.0,665719939.0,2.0
1774206175,9100.266666666666,166429984.0,665719939.0,2.0
1774206180,9100.266666666666,166429984.0,665719939.0,2.0
1774206185,9034.083333333334,166429984.0,665719939.0,2.0
1774206190,9034.083333333334,166429984.0,665719939.0,2.0
1774206195,8951.316666666668,166429984.0,665719939.0,2.0
1774206200,8951.316666666668,166429984.0,665719939.0,2.0
1774206205,8934.783333333333,166429984.0,665719939.0,2.0
1774206210,8934.783333333333,166429984.0,665719939.0,2.0
1774206215,9000.966666666667,166429984.0,665719939.0,2.0
1774206220,9000.966666666667,166429984.0,665719939.0,2.0
1774206225,9000.966666666667,166429984.0,665719939.0,4.0
1774206230,0.0,499289952.0,665719939.0,4.0
1774206235,0.0,499289952.0,665719939.0,4.0
1774206240,3747.266666666667,499289952.0,665719939.0,4.0
1774206245,3747.266666666667,499289952.0,665719939.0,4.0
1774206250,7371.516666666666,499289952.0,665719939.0,4.0
1774206255,7371.516666666666,499289952.0,665719939.0,4.0
1774206260,13057.1,499289952.0,665719939.0,4.0
1774206265,13057.1,499289952.0,665719939.0,4.0
1774206270,16561.8,499289952.0,665719939.0,4.0
1774206275,16561.8,499289952.0,665719939.0,4.0
1774206280,20067.3,499289952.0,665719939.0,4.0
1774206285,20067.3,499289952.0,665719939.0,4.0
1774206290,20067.3,499289952.0,665719939.0,4.0
1774206295,21945.033333333333,499289952.0,665719939.0,4.0
1774206300,21945.033333333333,499289952.0,665719939.0,4.0
1774206305,21737.066666666666,499289952.0,665719939.0,4.0
1774206310,21737.066666666666,499289952.0,665719939.0,4.0
1774206315,21355.566666666666,499289952.0,665719939.0,4.0
1774206320,21355.566666666666,499289952.0,665719939.0,4.0
1774206325,21270.416666666668,499289952.0,665719939.0,4.0
1774206330,21270.416666666668,499289952.0,665719939.0,4.0
1774206335,21053.333333333332,499289952.0,665719939.0,4.0
1774206340,21053.333333333332,499289952.0,665719939.0,4.0
1774206345,21342.516666666666,499289952.0,665719939.0,4.0
1774206350,21342.516666666666,499289952.0,665719939.0,4.0
1774206355,21340.916666666668,499289952.0,665719939.0,4.0
1774206360,21340.916666666668,499289952.0,665719939.0,4.0
1774206365,21340.916666666668,499289952.0,665719939.0,4.0
1774206370,21375.116666666665,499289952.0,665719939.0,4.0
1774206375,21375.116666666665,499289952.0,665719939.0,4.0
1774206380,21519.683333333334,499289952.0,665719939.0,4.0
1774206385,21519.683333333334,499289952.0,665719939.0,4.0
1774206390,21133.283333333333,499289952.0,665719939.0,4.0
1774206395,21133.283333333333,499289952.0,665719939.0,4.0
1774206400,21108.783333333333,499289952.0,665719939.0,4.0
1774206405,21108.783333333333,499289952.0,665719939.0,4.0
1774206410,21108.783333333333,499289952.0,665719939.0,4.0
1774206415,21108.783333333333,0.0,665719939.0,7.0
1774206420,0.0,499289952.0,1331439878.0,7.0
1774206425,0.0,998579904.0,1331439878.0,7.0
1774206430,7686.95,998579904.0,1331439878.0,7.0
1774206435,7686.95,998579904.0,1331439878.0,7.0
1774206440,15108.483333333334,998579904.0,1331439878.0,7.0
1774206445,15108.483333333334,998579904.0,1331439878.0,7.0
1774206450,22216.716666666667,998579904.0,1331439878.0,7.0
1774206455,22216.716666666667,998579904.0,1331439878.0,7.0
1774206460,29231.133333333335,998579904.0,1331439878.0,7.0
1774206465,29231.133333333335,998579904.0,1331439878.0,7.0
1774206470,35891.333333333336,998579904.0,1331439878.0,7.0
