timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774028080,5103.5,166429984.0,1331439878.0,5.0
1774028085,5103.5,166429984.0,1331439878.0,5.0
1774028090,9168.483333333334,166429984.0,1331439878.0,5.0
1774028095,9168.483333333334,166429984.0,1331439878.0,5.0
1774028100,13322.216666666667,166429984.0,1331439878.0,5.0
1774028105,13322.216666666667,166429984.0,1331439878.0,5.0
1774028110,17717.966666666667,166429984.0,1331439878.0,5.0
1774028115,17717.966666666667,166429984.0,1331439878.0,5.0
1774028120,22057.483333333334,166429984.0,1331439878.0,5.0
1774028125,22057.483333333334,166429984.0,1331439878.0,5.0
1774028130,25543.199999999997,166429984.0,1331439878.0,5.0
1774028135,25543.199999999997,166429984.0,1331439878.0,5.0
1774028140,25634.550000000003,166429984.0,1331439878.0,5.0
1774028145,25634.550000000003,166429984.0,1331439878.0,5.0
1774028150,25725.46666666667,166429984.0,1331439878.0,5.0
1774028155,25725.46666666667,166429984.0,1331439878.0,5.0
1774028160,25739.283333333336,166429984.0,1331439878.0,5.0
1774028165,25739.283333333336,166429984.0,1331439878.0,5.0
1774028170,25358.066666666666,166429984.0,1331439878.0,5.0
1774028175,25358.066666666666,166429984.0,1331439878.0,5.0
1774028180,25395.833333333332,166429984.0,1331439878.0,5.0
1774028185,25395.833333333332,166429984.0,1331439878.0,5.0
1774028190,25473.033333333333,166429984.0,1331439878.0,5.0
1774028195,25473.033333333333,166429984.0,1331439878.0,5.0
1774028200,25383.533333333333,166429984.0,1331439878.0,5.0
1774028205,25190.13333333333,166429984.0,1331439878.0,5.0
1774028210,25215.483333333334,166429984.0,1331439878.0,5.0
1774028215,25284.666666666668,166429984.0,1331439878.0,5.0
1774028220,25305.85,166429984.0,1331439878.0,5.0
1774028225,25355.966666666667,166429984.0,1331439878.0,5.0
1774028230,25355.966666666667,166429984.0,1331439878.0,5.0
1774028235,25580.866666666665,166429984.0,1331439878.0,5.0
1774028240,25580.866666666665,166429984.0,1331439878.0,5.0
1774028245,25345.466666666667,166429984.0,1331439878.0,5.0
1774028250,25345.466666666667,166429984.0,1331439878.0,5.0
1774028255,101.68333333333334,0.0,1331439878.0,5.0
1774028260,101.68333333333334,331350016.0,1331439878.0,5.0
1774028265,4280.383333333333,331350016.0,1331439878.0,5.0
1774028270,4280.383333333333,331350016.0,1331439878.0,5.0
1774028275,7956.416666666666,331350016.0,1331439878.0,5.0
1774028280,7956.416666666666,331350016.0,1331439878.0,5.0
1774028285,11635.366666666667,331350016.0,1331439878.0,5.0
1774028290,11635.366666666667,331350016.0,1331439878.0,5.0
1774028295,15586.983333333335,331350016.0,1331439878.0,5.0
1774028300,15586.983333333335,331350016.0,1331439878.0,5.0
1774028305,19381.15,331350016.0,1331439878.0,5.0
1774028310,19381.15,331350016.0,1331439878.0,5.0
1774028315,23529.5,331350016.0,1331439878.0,5.0
1774028320,23529.5,331350016.0,1331439878.0,5.0
1774028325,23727.116666666665,331350016.0,1331439878.0,5.0
1774028330,23727.116666666665,331350016.0,1331439878.0,5.0
1774028335,24280.083333333336,331350016.0,1331439878.0,5.0
1774028340,24280.083333333336,331350016.0,1331439878.0,5.0
1774028345,24869.75,331350016.0,1331439878.0,5.0
1774028350,24869.75,331350016.0,1331439878.0,5.0
1774028355,25170.216666666664,331350016.0,1331439878.0,5.0
1774028360,25170.216666666664,331350016.0,1331439878.0,5.0
1774028365,25300.61666666666,331350016.0,1331439878.0,5.0
1774028370,25592.08333333333,331350016.0,1331439878.0,5.0
1774028375,25598.98333333333,331350016.0,1331439878.0,5.0
1774028380,25616.449999999997,331350016.0,1331439878.0,5.0
1774028385,25495.833333333332,331350016.0,1331439878.0,5.0
1774028390,25241.350000000002,331350016.0,1331439878.0,5.0
1774028395,25242.5,331350016.0,1331439878.0,5.0
1774028400,25289.33333333333,331350016.0,1331439878.0,5.0
1774028405,25316.399999999994,331350016.0,1331439878.0,5.0
1774028410,25397.149999999994,331350016.0,1331439878.0,5.0
1774028415,25397.149999999994,331350016.0,1331439878.0,5.0
1774028420,25187.649999999994,331350016.0,1331439878.0,5.0
1774028425,25187.649999999994,331350016.0,1331439878.0,5.0
1774028430,25278.85,331350016.0,1331439878.0,7.0
1774028435,25278.85,331350016.0,1331439878.0,7.0
1774028440,7778.733333333334,662700032.0,1331439878.0,7.0
1774028445,7778.733333333334,994050048.0,1331439878.0,7.0
1774028450,15376.833333333332,994050048.0,1331439878.0,7.0
1774028455,15376.833333333332,994050048.0,1331439878.0,7.0
1774028460,23031.13333333333,994050048.0,1331439878.0,7.0
1774028465,23031.13333333333,994050048.0,1331439878.0,7.0
1774028470,31247.199999999997,994050048.0,1331439878.0,7.0
1774028475,31247.199999999997,994050048.0,1331439878.0,7.0
1774028480,39010.683333333334,994050048.0,1331439878.0,7.0
