timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773789022,3187.35,166429984.0,5.0
1773789027,3187.35,166429984.0,5.0
1773789032,7590.266666666666,166429984.0,5.0
1773789037,7590.266666666666,166429984.0,5.0
1773789042,10609.916666666668,166429984.0,5.0
1773789047,10609.916666666668,166429984.0,5.0
1773789052,14121.449999999999,166429984.0,5.0
1773789057,14121.449999999999,166429984.0,5.0
1773789062,17077.716666666667,166429984.0,5.0
1773789067,17077.716666666667,166429984.0,5.0
1773789072,17930.033333333333,166429984.0,5.0
1773789077,19822.333333333336,166429984.0,5.0
1773789082,19608.300000000003,166429984.0,5.0
1773789087,19130.266666666666,166429984.0,5.0
1773789092,19130.266666666666,166429984.0,5.0
1773789097,17870.483333333334,166429984.0,5.0
1773789102,17870.483333333334,166429984.0,5.0
1773789107,17589.416666666668,166429984.0,5.0
1773789112,17589.416666666668,166429984.0,5.0
1773789117,16838.283333333333,166429984.0,5.0
1773789122,16838.283333333333,166429984.0,5.0
1773789127,16465.983333333334,166429984.0,5.0
1773789132,16465.983333333334,166429984.0,5.0
1773789137,16391.416666666668,166429984.0,5.0
1773789142,16391.416666666668,166429984.0,5.0
1773789147,17277.333333333332,166429984.0,5.0
1773789152,17277.333333333332,166429984.0,5.0
1773789157,16911.583333333332,166429984.0,5.0
1773789162,16911.583333333332,166429984.0,5.0
1773789167,16895.933333333334,166429984.0,5.0
1773789172,16895.933333333334,166429984.0,5.0
1773789177,16939.083333333336,166429984.0,5.0
1773789182,17038.15,166429984.0,5.0
1773789187,17127.95,166429984.0,5.0
1773789192,17334.183333333334,166429984.0,5.0
1773789197,12871.316666666666,166429984.0,5.0
1773789202,1935.7166666666667,331350016.0,5.0
1773789207,3257.7833333333333,331350016.0,5.0
1773789212,6883.15,331350016.0,5.0
1773789217,8119.85,331350016.0,5.0
1773789222,10841.016666666666,331350016.0,5.0
1773789227,10841.016666666666,331350016.0,5.0
1773789232,14077.599999999999,331350016.0,5.0
1773789237,14077.599999999999,331350016.0,5.0
1773789242,17971.45,331350016.0,5.0
1773789247,17971.45,331350016.0,5.0
1773789252,22751.449999999997,331350016.0,5.0
1773789257,22751.449999999997,331350016.0,5.0
1773789262,23201.266666666666,331350016.0,5.0
1773789267,23201.266666666666,331350016.0,5.0
1773789272,22935.800000000003,331350016.0,5.0
1773789277,22935.800000000003,331350016.0,5.0
1773789282,22983.566666666666,331350016.0,5.0
1773789287,22983.566666666666,331350016.0,5.0
1773789292,23199.36666666667,331350016.0,5.0
1773789297,23199.36666666667,331350016.0,5.0
1773789302,22964.366666666665,331350016.0,5.0
1773789307,22964.366666666665,331350016.0,5.0
1773789312,22715.8,331350016.0,5.0
1773789317,22715.8,331350016.0,5.0
1773789322,22672.3,331350016.0,5.0
1773789327,22707.116666666665,331350016.0,5.0
1773789332,22562.2,331350016.0,5.0
1773789337,22087.916666666664,331350016.0,5.0
1773789342,22136.666666666664,331350016.0,5.0
1773789347,22237.25,331350016.0,5.0
1773789352,22288.050000000003,331350016.0,5.0
1773789357,22378.61666666667,331350016.0,5.0
1773789362,22378.61666666667,331350016.0,5.0
1773789367,22185.483333333334,331350016.0,5.0
1773789372,22185.483333333334,331350016.0,5.0
1773789377,22002.050000000003,331350016.0,5.0
1773789382,22002.050000000003,331350016.0,5.0
1773789387,22460.8,331350016.0,5.0
1773789392,22460.8,331350016.0,7.0
1773789397,4975.549999999999,331350016.0,7.0
1773789402,4975.549999999999,994050048.0,7.0
1773789407,13527.9,994050048.0,7.0
1773789412,13527.9,994050048.0,7.0
1773789417,17928.916666666668,994050048.0,7.0
1773789422,21928.916666666668,994050048.0,7.0
1773789427,25777.583333333336,994050048.0,7.0
1773789432,29777.583333333336,994050048.0,7.0
1773789437,29777.583333333336,994050048.0,7.0
1773789442,38175.15,994050048.0,7.0
1773789447,38175.15,994050048.0,7.0
1773789452,45324.75,994050048.0,7.0
1773789457,45324.75,994050048.0,7.0
1773789462,49045.76666666666,994050048.0,7.0
1773789467,49045.76666666666,994050048.0,7.0
1773789472,47665.816666666666,994050048.0,7.0
1773789477,47665.816666666666,994050048.0,7.0
1773789482,47423.8,994050048.0,7.0
1773789487,47423.8,994050048.0,7.0
1773789492,47277.05,994050048.0,7.0
1773789497,47277.05,994050048.0,7.0
1773789502,47844.333333333336,994050048.0,7.0
1773789507,47844.333333333336,994050048.0,7.0
1773789512,47051.25,994050048.0,7.0
1773789517,47051.25,994050048.0,7.0
1773789522,46847.08333333333,994050048.0,7.0
1773789527,46847.08333333333,994050048.0,7.0
1773789532,47519.8,994050048.0,7.0
1773789537,47519.8,994050048.0,7.0
1773789542,48293.6,994050048.0,7.0
1773789547,48015.45,994050048.0,7.0
1773789552,47599.566666666666,994050048.0,7.0
1773789557,47648.316666666666,994050048.0,7.0
1773789562,47648.316666666666,994050048.0,7.0
1773789567,46653.38333333333,994050048.0,7.0
1773789572,46653.38333333333,994050048.0,8.0
1773789577,46653.38333333333,331350016.0,8.0
1773789582,46653.38333333333,331350016.0,10.0
1773789587,0.0,1325400064.0,10.0
1773789592,0.0,1325400064.0,10.0
1773789597,5109.5666666666675,1988100096.0,10.0
1773789602,5109.5666666666675,1988100096.0,10.0
1773789607,18920.633333333335,1988100096.0,10.0
1773789612,18920.633333333335,1988100096.0,10.0
1773789617,30308.466666666667,1988100096.0,10.0
1773789622,30308.466666666667,1988100096.0,10.0
1773789627,39961.833333333336,1988100096.0,10.0
1773789632,39961.833333333336,1988100096.0,10.0
1773789637,47991.73333333334,1988100096.0,10.0
1773789642,47991.73333333334,1988100096.0,10.0
1773789647,55814.566666666666,1988100096.0,10.0
1773789652,55814.566666666666,1988100096.0,10.0
1773789657,52821.13333333333,1988100096.0,10.0
1773789662,52821.13333333333,1988100096.0,10.0
1773789667,51138.96666666667,1988100096.0,10.0
1773789672,51138.96666666667,1988100096.0,10.0
1773789677,51103.816666666666,1988100096.0,10.0
1773789682,51103.816666666666,1988100096.0,10.0
1773789687,50204.5,1988100096.0,10.0
1773789692,50187.100000000006,1988100096.0,10.0
1773789697,49068.51666666667,1988100096.0,10.0
1773789702,49133.53333333333,1988100096.0,10.0
1773789707,47134.43333333333,1988100096.0,10.0
1773789712,46983.01666666667,1988100096.0,10.0
1773789717,46983.01666666667,1988100096.0,10.0
1773789722,48123.28333333333,1988100096.0,10.0
1773789727,48123.28333333333,1988100096.0,10.0
1773789732,47561.86666666667,1988100096.0,10.0
1773789737,47561.86666666667,1988100096.0,10.0
1773789742,44327.23333333333,1988100096.0,10.0
1773789747,44327.23333333333,1988100096.0,10.0
1773789752,45247.03333333333,1988100096.0,10.0
1773789757,45247.03333333333,1988100096.0,10.0
1773789762,45949.38333333334,1988100096.0,10.0
1773789767,45949.38333333334,1988100096.0,10.0
1773789772,47090.15,1988100096.0,10.0
1773789777,47090.15,1988100096.0,10.0
1773789782,48409.149999999994,1988100096.0,10.0
1773789787,48409.149999999994,1988100096.0,10.0
1773789792,48093.28333333333,1988100096.0,10.0
1773789797,48093.28333333333,1988100096.0,10.0
1773789802,50261.46666666667,1988100096.0,10.0
1773789807,50261.46666666667,1988100096.0,10.0
1773789812,48687.083333333336,1988100096.0,10.0
1773789817,48507.049999999996,1988100096.0,10.0
1773789822,49638.61666666667,1988100096.0,10.0
1773789827,49986.683333333334,1988100096.0,10.0
1773789832,48767.73333333333,1988100096.0,10.0
1773789837,48701.75,1988100096.0,10.0
1773789842,47295.65,1988100096.0,10.0
1773789847,47121.81666666667,1988100096.0,10.0
1773789852,46172.03333333334,1988100096.0,10.0
1773789857,45807.566666666666,1988100096.0,10.0
1773789862,45807.566666666666,1988100096.0,10.0
1773789867,46700.13333333333,1988100096.0,10.0
1773789872,46700.13333333333,1988100096.0,10.0
1773789877,44895.350000000006,1988100096.0,10.0
1773789882,44895.350000000006,1988100096.0,10.0
1773789887,44094.6,1988100096.0,10.0
1773789892,44094.6,1988100096.0,10.0
1773789897,42263.933333333334,1988100096.0,10.0
1773789902,42263.933333333334,1988100096.0,10.0
1773789907,42608.3,1988100096.0,10.0
1773789912,42608.3,1988100096.0,10.0
1773789917,40678.23333333334,1988100096.0,10.0
1773789922,40678.23333333334,1988100096.0,10.0
1773789927,41483.61666666667,1988100096.0,10.0
1773789932,41483.61666666667,1988100096.0,10.0
1773789937,41804.58333333333,1988100096.0,10.0
1773789942,41804.58333333333,1988100096.0,10.0
1773789947,40912.25,1988100096.0,10.0
1773789952,40912.25,1988100096.0,10.0
1773789957,44493.0,1988100096.0,10.0
1773789962,45217.35,1988100096.0,10.0
1773789967,43350.36666666667,1988100096.0,10.0
1773789972,43363.899999999994,1988100096.0,10.0
1773789977,44381.683333333334,1988100096.0,10.0
1773789982,44955.21666666667,1988100096.0,10.0
1773789987,44955.21666666667,1988100096.0,10.0
1773789992,43175.48333333334,1988100096.0,10.0
1773789997,43175.48333333334,1988100096.0,10.0
1773790002,45715.26666666667,1988100096.0,10.0
1773790007,45715.26666666667,1988100096.0,10.0
1773790012,45868.649999999994,1988100096.0,10.0
1773790017,45868.649999999994,1988100096.0,10.0
1773790022,44845.08333333333,1988100096.0,10.0
1773790027,44845.08333333333,1988100096.0,10.0
1773790032,45264.649999999994,1988100096.0,10.0
1773790037,45264.649999999994,1988100096.0,10.0
1773790042,47524.65,1988100096.0,10.0
1773790047,47524.65,1988100096.0,10.0
1773790052,46458.85,1988100096.0,10.0
1773790057,46458.85,1988100096.0,10.0
1773790062,44085.816666666666,1988100096.0,10.0
1773790067,44085.816666666666,1988100096.0,10.0
1773790072,43797.38333333333,1988100096.0,10.0
1773790077,43797.38333333333,1988100096.0,10.0
1773790082,45054.36666666667,1988100096.0,10.0
1773790087,45230.7,1988100096.0,10.0
1773790092,43339.86666666667,1988100096.0,10.0
1773790097,43367.3,1988100096.0,10.0
1773790102,40883.1,1988100096.0,10.0
1773790107,41033.166666666664,1988100096.0,10.0
1773790112,44056.36666666666,1988100096.0,10.0
1773790117,44035.183333333334,1988100096.0,10.0
1773790122,44035.183333333334,1988100096.0,10.0
1773790127,44128.46666666667,1988100096.0,10.0
1773790132,44128.46666666667,1988100096.0,10.0
1773790137,44514.98333333333,1988100096.0,10.0
1773790142,44514.98333333333,1988100096.0,10.0
1773790147,43200.13333333333,1988100096.0,10.0
1773790152,43200.13333333333,1988100096.0,10.0
1773790157,43225.549999999996,1988100096.0,10.0
1773790162,43225.549999999996,1988100096.0,10.0
1773790167,44429.13333333333,1988100096.0,10.0
1773790172,44429.13333333333,1988100096.0,10.0
1773790177,44359.3,1988100096.0,10.0
1773790182,44359.3,1988100096.0,10.0
1773790187,44542.51666666666,1988100096.0,10.0
1773790192,44542.51666666666,1988100096.0,10.0
1773790197,46151.066666666666,1988100096.0,10.0
1773790202,46151.066666666666,1988100096.0,10.0
1773790207,46534.26666666666,1988100096.0,10.0
1773790212,46534.26666666666,1988100096.0,10.0
1773790217,48520.333333333336,1988100096.0,10.0
