timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774200358,5116.666666666667,166429984.0,665719939.0,2.0
1774200363,5116.666666666667,166429984.0,665719939.0,2.0
1774200368,7468.25,166429984.0,665719939.0,2.0
1774200373,7468.25,166429984.0,665719939.0,2.0
1774200378,9322.233333333334,166429984.0,665719939.0,2.0
1774200383,9322.233333333334,166429984.0,665719939.0,2.0
1774200388,11645.4,166429984.0,665719939.0,2.0
1774200393,11645.4,166429984.0,665719939.0,2.0
1774200398,13719.516666666666,166429984.0,665719939.0,2.0
1774200403,13719.516666666666,166429984.0,665719939.0,2.0
1774200408,13719.516666666666,166429984.0,665719939.0,2.0
1774200413,14131.983333333334,166429984.0,665719939.0,2.0
1774200418,14131.983333333334,166429984.0,665719939.0,2.0
1774200423,12151.783333333333,166429984.0,665719939.0,2.0
1774200428,12151.783333333333,166429984.0,665719939.0,2.0
1774200433,12091.866666666667,166429984.0,665719939.0,2.0
1774200438,12091.866666666667,166429984.0,665719939.0,2.0
1774200443,12211.55,166429984.0,665719939.0,2.0
1774200448,12211.55,166429984.0,665719939.0,2.0
1774200453,11693.4,166429984.0,665719939.0,2.0
1774200458,11693.4,166429984.0,665719939.0,2.0
1774200463,11775.85,166429984.0,665719939.0,2.0
1774200468,11775.85,166429984.0,665719939.0,2.0
1774200473,11775.85,166429984.0,665719939.0,2.0
1774200478,12139.533333333333,166429984.0,665719939.0,2.0
1774200483,12139.533333333333,166429984.0,665719939.0,2.0
1774200488,12154.0,166429984.0,665719939.0,2.0
1774200493,12154.0,166429984.0,665719939.0,2.0
1774200498,11473.6,166429984.0,665719939.0,2.0
1774200503,11473.6,166429984.0,665719939.0,2.0
1774200508,11803.15,166429984.0,665719939.0,2.0
1774200513,11803.15,166429984.0,665719939.0,2.0
1774200518,11918.516666666666,166429984.0,665719939.0,2.0
1774200523,11918.516666666666,166429984.0,665719939.0,2.0
1774200528,0.0,166429984.0,665719939.0,4.0
1774200533,0.0,106954752.0,665719939.0,4.0
1774200538,2085.5,106954752.0,665719939.0,4.0
1774200543,2085.5,106954752.0,665719939.0,4.0
1774200548,3880.55,106954752.0,665719939.0,4.0
1774200553,3880.55,106954752.0,665719939.0,4.0
1774200558,5563.866666666667,106954752.0,665719939.0,4.0
1774200563,5563.866666666667,106954752.0,665719939.0,4.0
1774200568,7091.466666666666,106954752.0,665719939.0,4.0
1774200573,7091.466666666666,106954752.0,665719939.0,4.0
1774200578,7091.466666666666,106954752.0,665719939.0,4.0
1774200583,8476.183333333332,106954752.0,665719939.0,4.0
1774200588,8476.183333333332,106954752.0,665719939.0,4.0
1774200593,9744.566666666668,106954752.0,665719939.0,4.0
1774200598,9744.566666666668,106954752.0,665719939.0,4.0
1774200603,8023.75,106954752.0,665719939.0,4.0
1774200608,8023.75,106954752.0,665719939.0,4.0
1774200613,7352.316666666667,106954752.0,665719939.0,4.0
1774200618,7352.316666666667,106954752.0,665719939.0,4.0
1774200623,6350.516666666666,106954752.0,665719939.0,4.0
1774200628,6350.516666666666,106954752.0,665719939.0,4.0
1774200633,5478.666666666667,106954752.0,665719939.0,4.0
1774200638,5478.666666666667,106954752.0,665719939.0,4.0
1774200643,4526.716666666666,106954752.0,665719939.0,4.0
1774200648,4526.716666666666,106954752.0,665719939.0,4.0
1774200653,3720.7,106954752.0,665719939.0,4.0
1774200658,3720.7,106954752.0,665719939.0,4.0
1774200663,3720.7,106954752.0,665719939.0,4.0
1774200668,3129.5333333333333,106954752.0,665719939.0,4.0
1774200673,3129.5333333333333,106954752.0,665719939.0,4.0
1774200678,2531.0666666666666,106954752.0,665719939.0,4.0
1774200683,2531.0666666666666,106954752.0,665719939.0,4.0
1774200688,2260.8,106954752.0,665719939.0,4.0
1774200693,2260.8,106954752.0,665719939.0,4.0
1774200698,2017.6833333333334,106954752.0,665719939.0,4.0
1774200703,2017.6833333333334,106954752.0,665719939.0,4.0
1774200708,2017.6833333333334,106954752.0,665719939.0,4.0
1774200713,2017.6833333333334,106954752.0,665719939.0,4.0
1774200718,0.0,106954752.0,1331439878.0,7.0
1774200723,0.0,176160768.0,1331439878.0,7.0
1774200728,1991.4333333333334,176160768.0,1331439878.0,7.0
1774200733,1991.4333333333334,264241152.0,1331439878.0,7.0
1774200738,4091.483333333333,264241152.0,1331439878.0,7.0
1774200743,4091.483333333333,264241152.0,1331439878.0,7.0
1774200748,5428.283333333334,264241152.0,1331439878.0,7.0
1774200753,5428.283333333334,264241152.0,1331439878.0,7.0
1774200758,6661.133333333333,264241152.0,1331439878.0,7.0
1774200763,6661.133333333333,264241152.0,1331439878.0,7.0
1774200768,8510.866666666667,264241152.0,1331439878.0,7.0
1774200773,8510.866666666667,264241152.0,1331439878.0,7.0
1774200778,10228.066666666668,264241152.0,1331439878.0,7.0
1774200783,10228.066666666668,264241152.0,1331439878.0,7.0
1774200788,9608.35,264241152.0,1331439878.0,7.0
1774200793,9608.35,264241152.0,1331439878.0,7.0
1774200798,8499.266666666666,264241152.0,1331439878.0,7.0
1774200803,8499.266666666666,264241152.0,1331439878.0,7.0
1774200808,8499.266666666666,264241152.0,1331439878.0,7.0
1774200813,8833.25,264241152.0,1331439878.0,7.0
1774200818,8833.25,264241152.0,1331439878.0,7.0
1774200823,9100.766666666666,264241152.0,1331439878.0,7.0
1774200828,9100.766666666666,264241152.0,1331439878.0,7.0
1774200833,8550.95,264241152.0,1331439878.0,7.0
1774200838,8550.95,264241152.0,1331439878.0,7.0
1774200843,8089.666666666667,264241152.0,1331439878.0,7.0
1774200848,8089.666666666667,264241152.0,1331439878.0,7.0
1774200853,7679.116666666667,264241152.0,1331439878.0,7.0
1774200858,7679.116666666667,264241152.0,1331439878.0,7.0
1774200863,7446.2,264241152.0,1331439878.0,7.0
1774200868,7446.2,264241152.0,1331439878.0,7.0
1774200873,6383.716666666666,264241152.0,1331439878.0,7.0
1774200878,6383.716666666666,264241152.0,1331439878.0,7.0
1774200883,5836.583333333333,264241152.0,1331439878.0,7.0
1774200888,5836.583333333333,264241152.0,1331439878.0,7.0
1774200893,5406.766666666666,264241152.0,1331439878.0,7.0
1774200898,5406.766666666666,264241152.0,1331439878.0,7.0
1774200903,5447.033333333334,264241152.0,1331439878.0,7.0
1774200908,5447.033333333334,264241152.0,1331439878.0,8.0
1774200913,5447.033333333334,264241152.0,1331439878.0,8.0
1774200918,5447.033333333334,0.0,1331439878.0,13.0
1774200923,0.0,226492416.0,2662879756.0,13.0
1774200928,0.0,679477248.0,2662879756.0,13.0
1774200933,6031.183333333333,679477248.0,2662879756.0,13.0
1774200938,6031.183333333333,679477248.0,2662879756.0,13.0
1774200943,10215.616666666667,679477248.0,2662879756.0,13.0
1774200948,10215.616666666667,679477248.0,2662879756.0,13.0
1774200953,15763.316666666668,679477248.0,2662879756.0,13.0
1774200958,15763.316666666668,679477248.0,2662879756.0,13.0
1774200963,22204.433333333334,679477248.0,2662879756.0,13.0
1774200968,22204.433333333334,679477248.0,2662879756.0,13.0
1774200973,26989.566666666666,679477248.0,2662879756.0,13.0
1774200978,26989.566666666666,679477248.0,2662879756.0,13.0
1774200983,27224.483333333334,679477248.0,2662879756.0,13.0
1774200988,27224.483333333334,679477248.0,2662879756.0,13.0
1774200993,26703.433333333334,679477248.0,2662879756.0,13.0
1774200998,26703.433333333334,679477248.0,2662879756.0,13.0
1774201003,24175.35,679477248.0,2662879756.0,13.0
1774201008,24175.35,679477248.0,2662879756.0,13.0
1774201013,24175.35,679477248.0,2662879756.0,13.0
1774201018,22244.566666666666,679477248.0,2662879756.0,13.0
1774201023,22244.566666666666,679477248.0,2662879756.0,13.0
1774201028,19853.916666666668,679477248.0,2662879756.0,13.0
1774201033,19853.916666666668,679477248.0,2662879756.0,13.0
1774201038,17447.766666666666,679477248.0,2662879756.0,13.0
1774201043,17447.766666666666,679477248.0,2662879756.0,13.0
1774201048,14370.8,679477248.0,2662879756.0,13.0
1774201053,14370.8,679477248.0,2662879756.0,13.0
1774201058,11852.583333333334,679477248.0,2662879756.0,13.0
1774201063,11852.583333333334,679477248.0,2662879756.0,13.0
1774201068,10932.05,679477248.0,2662879756.0,13.0
1774201073,10932.05,679477248.0,2662879756.0,13.0
1774201078,9595.566666666668,679477248.0,2662879756.0,13.0
1774201083,9595.566666666668,679477248.0,2662879756.0,13.0
1774201088,10346.733333333334,679477248.0,2662879756.0,13.0
1774201093,10346.733333333334,679477248.0,2662879756.0,13.0
1774201098,10164.916666666666,679477248.0,2662879756.0,13.0
1774201103,10164.916666666666,679477248.0,2662879756.0,13.0
1774201108,9347.816666666668,679477248.0,2662879756.0,13.0
1774201113,9347.816666666668,679477248.0,2662879756.0,13.0
1774201118,10698.516666666666,679477248.0,2662879756.0,13.0
1774201123,10698.516666666666,679477248.0,2662879756.0,13.0
1774201128,11205.566666666668,679477248.0,2662879756.0,13.0
1774201133,11205.566666666668,679477248.0,2662879756.0,13.0
1774201138,10340.533333333333,679477248.0,2662879756.0,13.0
1774201143,10340.533333333333,679477248.0,2662879756.0,13.0
1774201148,8760.183333333332,679477248.0,2662879756.0,13.0
1774201153,8760.183333333332,679477248.0,2662879756.0,13.0
1774201158,9022.733333333334,679477248.0,2662879756.0,13.0
1774201163,9022.733333333334,679477248.0,2662879756.0,13.0
1774201168,8098.683333333333,679477248.0,2662879756.0,13.0
1774201173,8098.683333333333,679477248.0,2662879756.0,13.0
1774201178,8098.683333333333,679477248.0,2662879756.0,13.0
1774201183,7435.866666666667,679477248.0,2662879756.0,13.0
1774201188,7435.866666666667,679477248.0,2662879756.0,13.0
1774201193,6612.516666666666,679477248.0,2662879756.0,13.0
1774201198,6612.516666666666,679477248.0,2662879756.0,13.0
1774201203,6383.45,679477248.0,2662879756.0,13.0
1774201208,6383.45,679477248.0,2662879756.0,13.0
1774201213,7485.716666666666,679477248.0,2662879756.0,13.0
1774201218,7485.716666666666,679477248.0,2662879756.0,13.0
1774201223,6841.266666666666,679477248.0,2662879756.0,13.0
1774201228,6841.266666666666,679477248.0,2662879756.0,13.0
1774201233,6642.016666666666,679477248.0,2662879756.0,13.0
1774201238,6642.016666666666,679477248.0,2662879756.0,13.0
1774201243,6642.016666666666,283115520.0,2662879756.0,16.0
1774201248,6642.016666666666,113246208.0,2662879756.0,16.0
1774201253,0.0,383778816.0,4660039573.0,25.0
1774201258,0.0,981467136.0,4660039573.0,25.0
1774201263,5845.616666666667,1962934272.0,4660039573.0,25.0
1774201268,5845.616666666667,1962934272.0,4660039573.0,25.0
1774201273,13642.4,1962934272.0,4660039573.0,25.0
1774201278,13642.4,1962934272.0,4660039573.0,25.0
1774201283,21411.45,1962934272.0,4660039573.0,25.0
1774201288,21411.45,1962934272.0,4660039573.0,25.0
1774201293,29180.05,1962934272.0,4660039573.0,25.0
1774201298,29180.05,1962934272.0,4660039573.0,25.0
1774201303,36394.26666666667,1962934272.0,4660039573.0,25.0
1774201308,36394.26666666667,1962934272.0,4660039573.0,25.0
