timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773016889,5303.833333333333,166429984.0,5.0
1773016894,5303.833333333333,166429984.0,5.0
1773016899,12193.45,166429984.0,5.0
1773016904,12193.45,166429984.0,5.0
1773016909,17056.766666666666,166429984.0,5.0
1773016914,17056.766666666666,166429984.0,5.0
1773016919,21309.75,166429984.0,5.0
1773016924,21309.75,166429984.0,5.0
1773016929,25430.016666666663,166429984.0,5.0
1773016934,25430.016666666663,166429984.0,5.0
1773016939,27546.283333333333,166429984.0,5.0
1773016944,27546.283333333333,166429984.0,5.0
1773016949,27265.149999999998,166429984.0,5.0
1773016954,27265.149999999998,166429984.0,5.0
1773016959,26727.850000000002,166429984.0,5.0
1773016964,26727.850000000002,166429984.0,5.0
1773016969,26425.71666666667,166429984.0,5.0
1773016974,25744.65,166429984.0,5.0
1773016979,25935.666666666664,166429984.0,5.0
1773016984,26369.033333333333,166429984.0,5.0
1773016989,26318.433333333327,166429984.0,5.0
1773016994,26248.216666666667,166429984.0,5.0
1773016999,26248.216666666667,166429984.0,5.0
1773017004,23897.816666666666,166429984.0,5.0
1773017009,23897.816666666666,166429984.0,5.0
1773017014,23752.250000000004,166429984.0,5.0
1773017019,23752.250000000004,166429984.0,5.0
1773017024,23254.283333333333,166429984.0,5.0
1773017029,23254.283333333333,166429984.0,5.0
1773017034,21084.183333333334,166429984.0,5.0
1773017039,21084.183333333334,166429984.0,5.0
1773017044,20975.416666666664,166429984.0,5.0
1773017049,20975.416666666664,166429984.0,5.0
1773017054,20148.366666666665,166429984.0,5.0
1773017059,18307.833333333332,166429984.0,5.0
1773017064,13204.2,166429984.0,5.0
1773017069,1888.3166666666666,331350016.0,5.0
1773017074,3496.7166666666662,331350016.0,5.0
1773017079,7067.833333333333,331350016.0,5.0
1773017084,8518.6,331350016.0,5.0
1773017089,11732.550000000001,331350016.0,5.0
1773017094,11732.550000000001,331350016.0,5.0
1773017099,16296.116666666667,331350016.0,5.0
1773017104,16296.116666666667,331350016.0,5.0
1773017109,21114.033333333333,331350016.0,5.0
1773017114,21114.033333333333,331350016.0,5.0
1773017119,28314.73333333333,331350016.0,5.0
1773017124,28314.73333333333,331350016.0,5.0
1773017129,28528.033333333333,331350016.0,5.0
1773017134,28528.033333333333,331350016.0,5.0
1773017139,28194.033333333333,331350016.0,5.0
1773017144,28194.033333333333,331350016.0,5.0
1773017149,28014.083333333332,331350016.0,5.0
1773017154,27614.3,331350016.0,5.0
1773017159,27618.916666666664,331350016.0,5.0
1773017164,27626.416666666664,331350016.0,5.0
1773017169,27392.666666666668,331350016.0,5.0
1773017174,26876.266666666666,331350016.0,5.0
1773017179,26876.266666666666,331350016.0,5.0
1773017184,26518.066666666666,331350016.0,5.0
1773017189,26518.066666666666,331350016.0,5.0
1773017194,26202.0,331350016.0,5.0
1773017199,26202.0,331350016.0,5.0
1773017204,25118.166666666668,331350016.0,5.0
1773017209,25118.166666666668,331350016.0,5.0
1773017214,24830.35,331350016.0,5.0
1773017219,24830.35,331350016.0,5.0
1773017224,24820.183333333334,331350016.0,5.0
1773017229,24820.183333333334,331350016.0,5.0
1773017234,23390.38333333333,331350016.0,5.0
1773017239,23390.38333333333,331350016.0,5.0
1773017244,0.0,331350016.0,7.0
1773017249,0.0,994050048.0,7.0
1773017254,8923.783333333333,994050048.0,7.0
1773017259,8923.783333333333,994050048.0,7.0
1773017264,14303.599999999999,994050048.0,7.0
1773017269,18303.6,994050048.0,7.0
1773017274,22988.233333333334,994050048.0,7.0
1773017279,26988.233333333337,994050048.0,7.0
1773017284,31617.549999999996,994050048.0,7.0
1773017289,35617.549999999996,994050048.0,7.0
1773017294,35617.549999999996,994050048.0,7.0
1773017299,43882.433333333334,994050048.0,7.0
1773017304,47702.95,994050048.0,7.0
1773017309,51702.95,994050048.0,7.0
1773017314,51702.95,994050048.0,7.0
1773017319,50429.649999999994,994050048.0,7.0
