timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1772735532,15791.849999999999,166429984.0,6.0
1772735537,15791.849999999999,166429984.0,6.0
1772735542,37920.15,166429984.0,6.0
1772735547,37920.15,166429984.0,6.0
1772735552,52910.91666666667,166429984.0,6.0
1772735557,52910.91666666667,166429984.0,6.0
1772735562,67623.48333333334,166429984.0,6.0
1772735567,67623.48333333334,166429984.0,6.0
1772735572,82302.51666666666,166429984.0,6.0
1772735577,82302.51666666666,166429984.0,6.0
1772735582,88873.9,166429984.0,6.0
1772735587,88873.9,166429984.0,6.0
1772735592,88881.23333333334,166429984.0,6.0
1772735597,88881.23333333334,166429984.0,6.0
1772735602,89171.55,166429984.0,6.0
1772735607,89171.55,166429984.0,6.0
1772735612,88552.95,166429984.0,6.0
1772735617,88552.95,166429984.0,6.0
1772735622,88225.1,166429984.0,6.0
1772735627,88276.85,166429984.0,6.0
1772735632,87699.46666666666,166429984.0,6.0
1772735637,88041.51666666666,166429984.0,6.0
1772735642,88122.18333333333,166429984.0,6.0
1772735647,88189.85,166429984.0,6.0
1772735652,88189.85,166429984.0,6.0
1772735657,88173.33333333334,166429984.0,6.0
1772735662,88144.41666666667,166429984.0,6.0
1772735667,88193.83333333333,166429984.0,6.0
1772735672,88259.23333333334,166429984.0,6.0
1772735677,88776.56666666667,166429984.0,6.0
1772735682,88776.56666666667,166429984.0,6.0
1772735687,89301.13333333333,166429984.0,6.0
1772735692,89301.13333333333,166429984.0,6.0
1772735697,88568.93333333333,166429984.0,6.0
1772735702,88568.93333333333,166429984.0,6.0
1772735707,88568.93333333333,0.0,6.0
1772735712,59520.566666666666,0.0,7.0
1772735717,0.0,0.0,7.0
1772735722,0.0,0.0,7.0
1772735727,7500.0,662700032.0,7.0
1772735732,7500.0,662700032.0,7.0
1772735737,29916.983333333334,662700032.0,7.0
1772735742,29916.983333333334,662700032.0,7.0
1772735747,44915.11666666667,662700032.0,7.0
1772735752,44915.11666666667,662700032.0,7.0
1772735757,59967.4,662700032.0,7.0
1772735762,59967.4,662700032.0,7.0
1772735767,74904.95,662700032.0,7.0
1772735772,74904.95,662700032.0,7.0
1772735777,89696.58333333334,662700032.0,7.0
1772735782,89696.58333333334,662700032.0,7.0
1772735787,89902.6,662700032.0,7.0
1772735792,89902.6,662700032.0,7.0
1772735797,89902.6,662700032.0,7.0
1772735802,89984.18333333333,662700032.0,7.0
1772735807,89984.18333333333,662700032.0,7.0
1772735812,89747.76666666666,662700032.0,7.0
1772735817,89747.76666666666,662700032.0,7.0
1772735822,89692.03333333333,662700032.0,7.0
1772735827,89692.03333333333,662700032.0,7.0
1772735832,89747.56666666667,662700032.0,7.0
1772735837,89747.56666666667,662700032.0,7.0
1772735842,89759.65,662700032.0,7.0
1772735847,89759.65,662700032.0,7.0
1772735852,89681.01666666666,662700032.0,7.0
1772735857,89681.01666666666,662700032.0,7.0
1772735862,90068.7,662700032.0,7.0
1772735867,90068.7,662700032.0,7.0
1772735872,89872.46666666667,662700032.0,7.0
1772735877,89872.46666666667,662700032.0,7.0
1772735882,89897.86666666667,662700032.0,7.0
1772735887,89897.86666666667,662700032.0,7.0
1772735892,89762.9,662700032.0,7.0
1772735897,89762.9,662700032.0,7.0
1772735902,89787.65,662700032.0,7.0
1772735907,89787.65,662700032.0,7.0
1772735912,89722.76666666666,662700032.0,7.0
1772735917,89722.76666666666,662700032.0,7.0
1772735922,89687.48333333334,662700032.0,7.0
1772735927,89687.48333333334,662700032.0,7.0
1772735932,89788.28333333333,662700032.0,7.0
1772735937,89788.28333333333,662700032.0,7.0
1772735942,89762.3,662700032.0,7.0
1772735947,89762.3,662700032.0,7.0
1772735952,89873.16666666666,662700032.0,7.0
1772735957,89873.16666666666,662700032.0,7.0
1772735962,89873.16666666666,662700032.0,7.0
1772735967,89899.76666666666,662700032.0,7.0
1772735972,89899.76666666666,662700032.0,7.0
1772735977,89990.9,662700032.0,7.0
1772735982,89990.9,662700032.0,7.0
1772735987,89989.55,662700032.0,7.0
1772735992,89989.55,662700032.0,7.0
1772735997,89948.95,662700032.0,7.0
1772736002,89948.95,662700032.0,7.0
1772736007,89948.6,662700032.0,7.0
1772736012,89948.6,662700032.0,7.0
1772736017,89950.55,662700032.0,7.0
1772736022,89950.55,662700032.0,7.0
1772736027,89952.23333333334,662700032.0,7.0
1772736032,89952.23333333334,662700032.0,7.0
1772736037,89950.93333333333,662700032.0,7.0
1772736042,89950.93333333333,662700032.0,7.0
1772736047,0.0,662700032.0,8.0
1772736052,0.0,662700032.0,8.0
1772736057,11961.883333333333,662700032.0,8.0
1772736062,11961.883333333333,662700032.0,8.0
1772736067,26928.733333333334,662700032.0,8.0
1772736072,26928.733333333334,662700032.0,8.0
1772736077,41937.08333333333,662700032.0,8.0
1772736082,41937.08333333333,662700032.0,8.0
1772736087,56905.1,662700032.0,8.0
1772736092,56905.1,662700032.0,8.0
1772736097,71837.16666666666,662700032.0,8.0
1772736102,71837.16666666666,662700032.0,8.0
1772736107,86930.48333333334,662700032.0,8.0
1772736112,86930.48333333334,662700032.0,8.0
1772736117,89966.58333333334,662700032.0,8.0
1772736122,89966.58333333334,662700032.0,8.0
1772736127,89996.56666666667,662700032.0,8.0
