timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773695528,2169.616666666667,166429984.0,2.0
1773695533,2169.616666666667,166429984.0,2.0
1773695538,6536.116666666667,166429984.0,2.0
1773695543,6536.116666666667,166429984.0,2.0
1773695548,9273.9,166429984.0,2.0
1773695553,9273.9,166429984.0,2.0
1773695558,12520.766666666666,166429984.0,2.0
1773695563,12520.766666666666,166429984.0,2.0
1773695568,15240.2,166429984.0,2.0
1773695573,15240.2,166429984.0,2.0
1773695578,15240.2,166429984.0,2.0
1773695583,16690.633333333335,166429984.0,2.0
1773695588,16690.633333333335,166429984.0,2.0
1773695593,16100.25,166429984.0,2.0
1773695598,16100.25,166429984.0,2.0
1773695603,14871.75,166429984.0,2.0
1773695608,14871.75,166429984.0,2.0
1773695613,12416.583333333334,166429984.0,2.0
1773695618,12416.583333333334,166429984.0,2.0
1773695623,11059.35,166429984.0,2.0
1773695628,11059.35,166429984.0,2.0
1773695633,11059.35,166429984.0,2.0
1773695638,11323.266666666666,166429984.0,2.0
1773695643,11323.266666666666,166429984.0,2.0
1773695648,9676.066666666668,166429984.0,2.0
1773695653,9676.066666666668,166429984.0,2.0
1773695658,8691.2,166429984.0,2.0
1773695663,8691.2,166429984.0,2.0
1773695668,7760.066666666667,166429984.0,2.0
1773695673,7760.066666666667,166429984.0,2.0
1773695678,7689.866666666667,166429984.0,2.0
1773695683,7689.866666666667,166429984.0,2.0
1773695688,7278.75,166429984.0,2.0
1773695693,7278.75,166429984.0,2.0
1773695698,6798.833333333333,166429984.0,2.0
1773695703,6798.833333333333,166429984.0,2.0
1773695708,6367.116666666667,166429984.0,2.0
1773695713,6367.116666666667,166429984.0,2.0
1773695718,6367.116666666667,166429984.0,2.0
1773695723,6076.05,166429984.0,2.0
1773695728,6076.05,166429984.0,2.0
1773695733,6677.25,166429984.0,2.0
1773695738,6677.25,166429984.0,2.0
1773695743,5750.933333333333,166429984.0,2.0
1773695748,5750.933333333333,166429984.0,2.0
1773695753,5024.016666666666,166429984.0,2.0
1773695758,5024.016666666666,166429984.0,2.0
1773695763,4501.6,166429984.0,2.0
1773695768,4501.6,166429984.0,2.0
1773695773,4064.0666666666666,166429984.0,2.0
1773695778,4064.0666666666666,166429984.0,2.0
1773695783,3753.4166666666665,166429984.0,2.0
1773695788,3753.4166666666665,166429984.0,2.0
1773695793,3753.4166666666665,166429984.0,2.0
1773695798,3608.75,166429984.0,2.0
1773695803,3608.75,166429984.0,2.0
1773695808,3953.8333333333335,166429984.0,2.0
