timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774197363,5209.633333333333,166429984.0,665719939.0,2.0
1774197368,5209.633333333333,166429984.0,665719939.0,2.0
1774197373,7680.683333333333,166429984.0,665719939.0,2.0
1774197378,7680.683333333333,166429984.0,665719939.0,2.0
1774197383,9812.133333333333,166429984.0,665719939.0,2.0
1774197388,9812.133333333333,166429984.0,665719939.0,2.0
1774197393,12140.883333333333,166429984.0,665719939.0,2.0
1774197398,12140.883333333333,166429984.0,665719939.0,2.0
1774197403,14267.816666666668,166429984.0,665719939.0,2.0
1774197408,14267.816666666668,166429984.0,665719939.0,2.0
1774197413,14662.55,166429984.0,665719939.0,2.0
1774197418,14662.55,166429984.0,665719939.0,2.0
1774197423,12989.983333333334,166429984.0,665719939.0,2.0
1774197428,12989.983333333334,166429984.0,665719939.0,2.0
1774197433,12989.983333333334,166429984.0,665719939.0,2.0
1774197438,12686.366666666667,166429984.0,665719939.0,2.0
1774197443,12686.366666666667,166429984.0,665719939.0,2.0
1774197448,12231.7,166429984.0,665719939.0,2.0
1774197453,12231.7,166429984.0,665719939.0,2.0
1774197458,11640.35,166429984.0,665719939.0,2.0
1774197463,11640.35,166429984.0,665719939.0,2.0
1774197468,11737.566666666668,166429984.0,665719939.0,2.0
1774197473,11737.566666666668,166429984.0,665719939.0,2.0
1774197478,11909.916666666666,166429984.0,665719939.0,2.0
1774197483,11909.916666666666,166429984.0,665719939.0,2.0
1774197488,11909.916666666666,166429984.0,665719939.0,2.0
1774197493,11418.533333333333,166429984.0,665719939.0,2.0
1774197498,11418.533333333333,166429984.0,665719939.0,2.0
1774197503,10379.15,166429984.0,665719939.0,2.0
1774197508,10379.15,166429984.0,665719939.0,2.0
1774197513,10343.35,166429984.0,665719939.0,2.0
1774197518,10343.35,166429984.0,665719939.0,2.0
1774197523,10975.2,166429984.0,665719939.0,2.0
1774197528,10975.2,166429984.0,665719939.0,2.0
1774197533,0.0,166429984.0,665719939.0,4.0
1774197538,0.0,106954752.0,665719939.0,4.0
1774197543,1878.7666666666667,106954752.0,665719939.0,4.0
1774197548,1878.7666666666667,106954752.0,665719939.0,4.0
1774197553,3085.366666666667,106954752.0,665719939.0,4.0
1774197558,3085.366666666667,106954752.0,665719939.0,4.0
1774197563,3819.8166666666666,106954752.0,665719939.0,4.0
1774197568,3819.8166666666666,106954752.0,665719939.0,4.0
1774197573,4636.683333333333,106954752.0,665719939.0,4.0
1774197578,4636.683333333333,106954752.0,665719939.0,4.0
1774197583,4636.683333333333,106954752.0,665719939.0,4.0
1774197588,5176.516666666666,106954752.0,665719939.0,4.0
1774197593,5176.516666666666,106954752.0,665719939.0,4.0
1774197598,5874.716666666666,106954752.0,665719939.0,4.0
1774197603,5874.716666666666,106954752.0,665719939.0,4.0
1774197608,3564.0833333333335,106954752.0,665719939.0,4.0
1774197613,3564.0833333333335,106954752.0,665719939.0,4.0
1774197618,3560.8166666666666,106954752.0,665719939.0,4.0
1774197623,3560.8166666666666,106954752.0,665719939.0,4.0
1774197628,3389.7,106954752.0,665719939.0,4.0
1774197633,3389.7,106954752.0,665719939.0,4.0
1774197638,3052.733333333333,106954752.0,665719939.0,4.0
1774197643,3052.733333333333,106954752.0,665719939.0,4.0
1774197648,3231.6833333333334,106954752.0,665719939.0,4.0
1774197653,3231.6833333333334,106954752.0,665719939.0,4.0
1774197658,3065.95,106954752.0,665719939.0,4.0
1774197663,3065.95,106954752.0,665719939.0,4.0
1774197668,3126.8333333333335,106954752.0,665719939.0,4.0
1774197673,3126.8333333333335,106954752.0,665719939.0,4.0
1774197678,2883.3333333333335,106954752.0,665719939.0,4.0
1774197683,2883.3333333333335,106954752.0,665719939.0,4.0
1774197688,2931.0833333333335,106954752.0,665719939.0,4.0
1774197693,2931.0833333333335,106954752.0,665719939.0,4.0
1774197698,2901.5666666666666,106954752.0,665719939.0,4.0
1774197703,2901.5666666666666,106954752.0,665719939.0,4.0
1774197708,2696.5666666666666,106954752.0,665719939.0,4.0
1774197713,2696.5666666666666,106954752.0,665719939.0,4.0
1774197718,2696.5666666666666,106954752.0,665719939.0,4.0
1774197723,2696.5666666666666,0.0,665719939.0,4.0
1774197728,0.0,0.0,665719939.0,7.0
1774197733,0.0,264241152.0,1331439878.0,7.0
1774197738,4381.1,264241152.0,1331439878.0,7.0
1774197743,4381.1,264241152.0,1331439878.0,7.0
1774197748,6970.383333333333,264241152.0,1331439878.0,7.0
1774197753,6970.383333333333,264241152.0,1331439878.0,7.0
1774197758,6970.383333333333,264241152.0,1331439878.0,7.0
1774197763,10000.683333333332,264241152.0,1331439878.0,7.0
1774197768,10000.683333333332,264241152.0,1331439878.0,7.0
1774197773,12901.216666666667,264241152.0,1331439878.0,7.0
1774197778,12901.216666666667,264241152.0,1331439878.0,7.0
1774197783,15447.75,264241152.0,1331439878.0,7.0
