timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774122249,4476.383333333333,166429984.0,1331439878.0,5.0
1774122254,4476.383333333333,166429984.0,1331439878.0,5.0
1774122259,10044.566666666668,166429984.0,1331439878.0,5.0
1774122264,10044.566666666668,166429984.0,1331439878.0,5.0
1774122269,14201.633333333335,166429984.0,1331439878.0,5.0
1774122274,14201.633333333335,166429984.0,1331439878.0,5.0
1774122279,18243.566666666666,166429984.0,1331439878.0,5.0
1774122284,18243.566666666666,166429984.0,1331439878.0,5.0
1774122289,22087.066666666666,166429984.0,1331439878.0,5.0
1774122294,22087.066666666666,166429984.0,1331439878.0,5.0
1774122299,23497.450000000004,166429984.0,1331439878.0,5.0
1774122304,23497.450000000004,166429984.0,1331439878.0,5.0
1774122309,23673.1,166429984.0,1331439878.0,5.0
1774122314,23673.1,166429984.0,1331439878.0,5.0
1774122319,23378.26666666667,166429984.0,1331439878.0,5.0
1774122324,23378.26666666667,166429984.0,1331439878.0,5.0
1774122329,23171.733333333334,166429984.0,1331439878.0,5.0
1774122334,23171.733333333334,166429984.0,1331439878.0,5.0
1774122339,23190.633333333335,166429984.0,1331439878.0,5.0
1774122344,23226.266666666666,166429984.0,1331439878.0,5.0
1774122349,23171.466666666667,166429984.0,1331439878.0,5.0
1774122354,23058.233333333334,166429984.0,1331439878.0,5.0
1774122359,22865.85,166429984.0,1331439878.0,5.0
1774122364,22437.316666666666,166429984.0,1331439878.0,5.0
1774122369,22437.316666666666,166429984.0,1331439878.0,5.0
1774122374,21533.75,166429984.0,1331439878.0,5.0
1774122379,21533.75,166429984.0,1331439878.0,5.0
1774122384,22173.05,166429984.0,1331439878.0,5.0
1774122389,22173.05,166429984.0,1331439878.0,5.0
1774122394,21113.31666666667,166429984.0,1331439878.0,5.0
1774122399,21113.31666666667,166429984.0,1331439878.0,5.0
1774122404,20887.18333333333,166429984.0,1331439878.0,5.0
1774122409,20887.18333333333,166429984.0,1331439878.0,5.0
1774122414,20887.18333333333,0.0,1331439878.0,7.0
1774122419,20887.18333333333,0.0,1331439878.0,7.0
1774122424,2181.133333333333,166429984.0,1331439878.0,7.0
1774122429,2181.133333333333,499289952.0,1331439878.0,7.0
1774122434,9191.75,499289952.0,1331439878.0,7.0
1774122439,9191.75,499289952.0,1331439878.0,7.0
1774122444,16504.933333333334,499289952.0,1331439878.0,7.0
1774122449,16504.933333333334,499289952.0,1331439878.0,7.0
1774122454,24674.166666666668,499289952.0,1331439878.0,7.0
1774122459,24674.166666666668,499289952.0,1331439878.0,7.0
1774122464,31418.766666666666,499289952.0,1331439878.0,7.0
1774122469,31418.766666666666,499289952.0,1331439878.0,7.0
1774122474,38573.3,499289952.0,1331439878.0,7.0
1774122479,38573.3,499289952.0,1331439878.0,7.0
1774122484,42931.46666666667,499289952.0,1331439878.0,7.0
1774122489,42931.46666666667,499289952.0,1331439878.0,7.0
1774122494,43072.316666666666,499289952.0,1331439878.0,7.0
1774122499,43072.316666666666,499289952.0,1331439878.0,7.0
1774122504,42636.3,499289952.0,1331439878.0,7.0
1774122509,42468.683333333334,499289952.0,1331439878.0,7.0
1774122514,42979.63333333333,499289952.0,1331439878.0,7.0
1774122519,43017.65000000001,499289952.0,1331439878.0,7.0
1774122524,43104.75,499289952.0,1331439878.0,7.0
1774122529,43167.933333333334,499289952.0,1331439878.0,7.0
1774122534,43167.933333333334,499289952.0,1331439878.0,7.0
1774122539,42815.966666666674,499289952.0,1331439878.0,7.0
1774122544,42815.966666666674,499289952.0,1331439878.0,7.0
1774122549,42067.333333333336,499289952.0,1331439878.0,7.0
1774122554,42067.333333333336,499289952.0,1331439878.0,7.0
1774122559,41954.716666666674,499289952.0,1331439878.0,7.0
1774122564,41954.716666666674,499289952.0,1331439878.0,7.0
1774122569,43175.36666666667,499289952.0,1331439878.0,7.0
1774122574,43175.36666666667,499289952.0,1331439878.0,7.0
1774122579,42747.78333333333,499289952.0,1331439878.0,7.0
1774122584,42747.78333333333,499289952.0,1331439878.0,7.0
1774122589,43595.53333333333,499289952.0,1331439878.0,7.0
1774122594,43595.53333333333,499289952.0,1331439878.0,7.0
1774122599,43595.53333333333,332859968.0,1331439878.0,8.0
1774122604,43595.53333333333,0.0,1331439878.0,8.0
1774122609,0.0,499289952.0,1997159817.0,10.0
1774122614,0.0,998579904.0,1997159817.0,10.0
1774122619,7587.133333333333,998579904.0,1997159817.0,10.0
1774122624,7587.133333333333,998579904.0,1997159817.0,10.0
1774122629,19014.233333333334,998579904.0,1997159817.0,10.0
1774122634,19014.233333333334,998579904.0,1997159817.0,10.0
1774122639,28269.95,998579904.0,1997159817.0,10.0
1774122644,28269.95,998579904.0,1997159817.0,10.0
1774122649,38296.53333333333,998579904.0,1997159817.0,10.0
1774122654,38296.53333333333,998579904.0,1997159817.0,10.0
