timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773102319,5589.966666666667,166429984.0,5.0
1773102324,5589.966666666667,166429984.0,5.0
1773102329,12378.216666666665,166429984.0,5.0
1773102334,12378.216666666665,166429984.0,5.0
1773102339,17074.7,166429984.0,5.0
1773102344,17074.7,166429984.0,5.0
1773102349,21718.166666666664,166429984.0,5.0
1773102354,21718.166666666664,166429984.0,5.0
1773102359,26158.733333333334,166429984.0,5.0
1773102364,26158.733333333334,166429984.0,5.0
1773102369,27511.533333333333,166429984.0,5.0
1773102374,27511.533333333333,166429984.0,5.0
1773102379,27423.15,166429984.0,5.0
1773102384,27226.949999999997,166429984.0,5.0
1773102389,27154.299999999996,166429984.0,5.0
1773102394,26998.73333333333,166429984.0,5.0
1773102399,26564.25,166429984.0,5.0
1773102404,25590.3,166429984.0,5.0
1773102409,25387.73333333333,166429984.0,5.0
1773102414,24945.966666666664,166429984.0,5.0
1773102419,24945.966666666664,166429984.0,5.0
1773102424,22925.266666666666,166429984.0,5.0
1773102429,22925.266666666666,166429984.0,5.0
1773102434,22267.166666666668,166429984.0,5.0
1773102439,22267.166666666668,166429984.0,5.0
1773102444,21355.100000000002,166429984.0,5.0
1773102449,21355.100000000002,166429984.0,5.0
1773102454,19832.283333333336,166429984.0,5.0
1773102459,19832.283333333336,166429984.0,5.0
1773102464,20932.466666666667,166429984.0,5.0
1773102469,20932.466666666667,166429984.0,5.0
1773102474,20183.666666666668,166429984.0,5.0
1773102479,20183.666666666668,166429984.0,5.0
1773102484,20115.333333333332,166429984.0,5.0
1773102489,20115.333333333332,166429984.0,7.0
1773102494,3402.45,166429984.0,7.0
1773102499,3402.45,499289952.0,7.0
1773102504,8128.299999999999,499289952.0,7.0
1773102509,12128.3,499289952.0,7.0
1773102514,17551.4,499289952.0,7.0
1773102519,21551.4,499289952.0,7.0
1773102524,27030.43333333333,499289952.0,7.0
1773102529,31030.43333333333,499289952.0,7.0
