timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1771950900,0.0,166429984.0,6.0
1771950905,0.0,166429984.0,6.0
1771950910,28683.016666666666,166429984.0,6.0
1771950915,28683.016666666666,166429984.0,6.0
1771950920,56106.03333333334,166429984.0,6.0
1771950925,56106.03333333334,166429984.0,6.0
1771950930,83470.98333333334,166429984.0,6.0
1771950935,83470.98333333334,166429984.0,6.0
1771950940,111793.90000000001,166429984.0,6.0
1771950945,111793.90000000001,166429984.0,6.0
1771950950,121791.28333333333,166429984.0,6.0
1771950955,139785.68333333332,166429984.0,6.0
1771950960,148518.71666666665,166429984.0,6.0
1771950965,164368.2333333333,166429984.0,6.0
1771950970,164368.2333333333,166429984.0,6.0
1771950975,167150.6333333333,166429984.0,6.0
1771950980,167150.6333333333,166429984.0,6.0
1771950985,167497.48333333334,166429984.0,6.0
1771950990,167497.48333333334,166429984.0,6.0
1771950995,167840.38333333333,166429984.0,6.0
1771951000,167840.38333333333,166429984.0,6.0
1771951005,167096.53333333333,166429984.0,6.0
1771951010,167096.53333333333,166429984.0,6.0
1771951015,167196.63333333333,166429984.0,6.0
1771951020,167196.63333333333,166429984.0,6.0
1771951025,167173.60000000003,166429984.0,6.0
1771951030,167173.60000000003,166429984.0,6.0
1771951035,167148.43333333335,166429984.0,6.0
1771951040,167148.43333333335,166429984.0,6.0
1771951045,167693.13333333333,166429984.0,6.0
1771951050,167693.13333333333,166429984.0,6.0
1771951055,168582.66666666666,166429984.0,6.0
1771951060,168582.66666666666,166429984.0,6.0
1771951065,168566.86666666667,166429984.0,6.0
1771951070,169612.09999999998,166429984.0,6.0
1771951075,169825.0,166429984.0,6.0
1771951080,169496.75,166429984.0,6.0
1771951085,109960.05,166429984.0,6.0
1771951090,0.0,165675008.0,6.0
1771951095,8778.583333333334,165675008.0,6.0
1771951100,22440.033333333333,165675008.0,6.0
1771951105,32609.333333333332,165675008.0,6.0
1771951110,50794.600000000006,165675008.0,6.0
1771951115,60706.96666666667,165675008.0,6.0
1771951120,78860.23333333334,165675008.0,6.0
1771951125,78860.23333333334,165675008.0,6.0
1771951130,107161.61666666667,165675008.0,6.0
1771951135,107161.61666666667,165675008.0,6.0
1771951140,150863.3,165675008.0,6.0
1771951145,150863.3,165675008.0,6.0
1771951150,170609.25,165675008.0,6.0
1771951155,170609.25,165675008.0,6.0
1771951160,172161.55,165675008.0,6.0
1771951165,172161.55,165675008.0,6.0
1771951170,173272.25,165675008.0,6.0
1771951175,173272.25,165675008.0,6.0
1771951180,174214.0,165675008.0,6.0
1771951185,174214.0,165675008.0,6.0
1771951190,173865.55000000002,165675008.0,6.0
1771951195,173865.55000000002,165675008.0,6.0
1771951200,173201.30000000002,165675008.0,6.0
1771951205,173201.30000000002,165675008.0,6.0
1771951210,172425.9833333333,165675008.0,6.0
1771951215,172239.49999999997,165675008.0,6.0
1771951220,172387.21666666665,165675008.0,6.0
1771951225,172261.8,165675008.0,6.0
1771951230,172381.8333333333,165675008.0,6.0
1771951235,172120.26666666666,165675008.0,6.0
1771951240,172120.26666666666,165675008.0,6.0
1771951245,171486.68333333335,165675008.0,6.0
1771951250,171486.68333333335,165675008.0,6.0
1771951255,171719.65,165675008.0,6.0
1771951260,171719.65,165675008.0,6.0
1771951265,171605.33333333334,165675008.0,6.0
1771951270,171605.33333333334,165675008.0,6.0
1771951275,172356.75000000003,165675008.0,6.0
1771951280,172356.75000000003,165675008.0,6.0
1771951285,172375.8666666667,165675008.0,6.0
1771951290,172375.8666666667,165675008.0,6.0
1771951295,172090.94999999998,165675008.0,6.0
1771951300,172090.94999999998,165675008.0,6.0
1771951305,171951.0833333333,165675008.0,6.0
1771951310,171951.0833333333,165675008.0,6.0
1771951315,170643.01666666666,165675008.0,6.0
1771951320,171227.28333333333,165675008.0,6.0
1771951325,169751.25,165675008.0,6.0
1771951330,170146.55,165675008.0,6.0
1771951335,168684.83333333334,165675008.0,6.0
1771951340,168550.31666666668,165675008.0,6.0
1771951345,168550.31666666668,165675008.0,6.0
1771951350,168322.33333333334,165675008.0,6.0
1771951355,168322.33333333334,165675008.0,6.0
1771951360,169054.9,165675008.0,6.0
1771951365,169054.9,165675008.0,6.0
1771951370,170038.71666666667,165675008.0,6.0
1771951375,170038.71666666667,165675008.0,6.0
1771951380,171187.58333333334,165675008.0,6.0
1771951385,171187.58333333334,165675008.0,6.0
1771951390,172345.76666666666,165675008.0,6.0
1771951395,172345.76666666666,165675008.0,6.0
1771951400,173372.48333333334,165675008.0,6.0
1771951405,173372.48333333334,165675008.0,6.0
1771951410,172911.76666666666,165675008.0,6.0
1771951415,172911.76666666666,165675008.0,6.0
1771951420,171732.03333333333,165675008.0,6.0
1771951425,171732.03333333333,165675008.0,6.0
1771951430,171208.03333333333,165675008.0,6.0
1771951435,171208.03333333333,165675008.0,6.0
1771951440,169581.41666666666,165675008.0,6.0
1771951445,169581.41666666666,165675008.0,6.0
1771951450,168538.63333333333,165675008.0,6.0
1771951455,168538.63333333333,165675008.0,6.0
1771951460,167874.1666666667,165675008.0,6.0
1771951465,167675.3,165675008.0,6.0
1771951470,167934.13333333333,165675008.0,6.0
1771951475,167702.8333333333,165675008.0,6.0
1771951480,168734.1666666667,165675008.0,6.0
1771951485,169032.03333333335,165675008.0,6.0
1771951490,169433.4,165675008.0,6.0
1771951495,169500.7,165675008.0,6.0
