timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1773791298,3813.666666666667,166429984.0,1331439878.0,5.0
1773791303,3813.666666666667,166429984.0,1331439878.0,5.0
1773791308,9198.05,166429984.0,1331439878.0,5.0
1773791313,9198.05,166429984.0,1331439878.0,5.0
1773791318,13098.7,166429984.0,1331439878.0,5.0
1773791323,13098.7,166429984.0,1331439878.0,5.0
1773791328,16823.25,166429984.0,1331439878.0,5.0
1773791333,16823.25,166429984.0,1331439878.0,5.0
1773791338,19767.083333333336,166429984.0,1331439878.0,5.0
1773791343,19767.083333333336,166429984.0,1331439878.0,5.0
1773791348,21500.05,166429984.0,1331439878.0,5.0
1773791353,21500.05,166429984.0,1331439878.0,5.0
1773791358,21287.083333333332,166429984.0,1331439878.0,5.0
1773791363,21287.083333333332,166429984.0,1331439878.0,5.0
1773791368,21271.533333333333,166429984.0,1331439878.0,5.0
1773791373,21271.533333333333,166429984.0,1331439878.0,5.0
1773791378,20428.350000000002,166429984.0,1331439878.0,5.0
1773791383,20428.350000000002,166429984.0,1331439878.0,5.0
1773791388,19727.533333333333,166429984.0,1331439878.0,5.0
1773791393,19727.533333333333,166429984.0,1331439878.0,5.0
1773791398,20010.583333333332,166429984.0,1331439878.0,5.0
1773791403,20010.583333333332,166429984.0,1331439878.0,5.0
1773791408,18811.083333333336,166429984.0,1331439878.0,5.0
1773791413,18811.083333333336,166429984.0,1331439878.0,5.0
1773791418,17975.2,166429984.0,1331439878.0,5.0
1773791423,17975.2,166429984.0,1331439878.0,5.0
1773791428,17812.583333333332,166429984.0,1331439878.0,5.0
1773791433,17452.6,166429984.0,1331439878.0,5.0
1773791438,17264.533333333333,166429984.0,1331439878.0,5.0
1773791443,16850.850000000002,166429984.0,1331439878.0,5.0
1773791448,16849.783333333333,166429984.0,1331439878.0,5.0
1773791453,16854.033333333333,166429984.0,1331439878.0,5.0
