timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774215801,4026.0333333333333,166429984.0,665719939.0,2.0
1774215806,4026.0333333333333,166429984.0,665719939.0,2.0
1774215811,6544.7,166429984.0,665719939.0,2.0
1774215816,6544.7,166429984.0,665719939.0,2.0
1774215821,8859.233333333334,166429984.0,665719939.0,2.0
1774215826,8859.233333333334,166429984.0,665719939.0,2.0
1774215831,11204.25,166429984.0,665719939.0,2.0
1774215836,11204.25,166429984.0,665719939.0,2.0
1774215841,11204.25,166429984.0,665719939.0,2.0
1774215846,13407.95,166429984.0,665719939.0,2.0
1774215851,13407.95,166429984.0,665719939.0,2.0
1774215856,15257.083333333334,166429984.0,665719939.0,2.0
1774215861,15257.083333333334,166429984.0,665719939.0,2.0
1774215866,12371.483333333334,166429984.0,665719939.0,2.0
1774215871,12371.483333333334,166429984.0,665719939.0,2.0
1774215876,12271.733333333334,166429984.0,665719939.0,2.0
1774215881,12271.733333333334,166429984.0,665719939.0,2.0
1774215886,11911.55,166429984.0,665719939.0,2.0
1774215891,11911.55,166429984.0,665719939.0,2.0
1774215896,11380.4,166429984.0,665719939.0,2.0
1774215901,11380.4,166429984.0,665719939.0,2.0
1774215906,11207.016666666666,166429984.0,665719939.0,2.0
1774215911,11207.016666666666,166429984.0,665719939.0,2.0
1774215916,11703.766666666666,166429984.0,665719939.0,2.0
1774215921,11703.766666666666,166429984.0,665719939.0,2.0
1774215926,12012.35,166429984.0,665719939.0,2.0
1774215931,12012.35,166429984.0,665719939.0,2.0
1774215936,11522.3,166429984.0,665719939.0,2.0
1774215941,11522.3,166429984.0,665719939.0,2.0
1774215946,11535.616666666667,166429984.0,665719939.0,2.0
1774215951,11535.616666666667,166429984.0,665719939.0,2.0
1774215956,11535.616666666667,166429984.0,665719939.0,2.0
1774215961,11780.233333333334,166429984.0,665719939.0,2.0
1774215966,11780.233333333334,166429984.0,665719939.0,2.0
1774215971,11904.916666666666,166429984.0,665719939.0,4.0
1774215976,11904.916666666666,166429984.0,665719939.0,4.0
1774215981,1992.1,166429984.0,665719939.0,4.0
1774215986,1992.1,106954752.0,665719939.0,4.0
1774215991,4003.116666666667,106954752.0,665719939.0,4.0
1774215996,4003.116666666667,106954752.0,665719939.0,4.0
1774216001,5765.683333333333,106954752.0,665719939.0,4.0
1774216006,5765.683333333333,106954752.0,665719939.0,4.0
1774216011,7240.216666666666,106954752.0,665719939.0,4.0
1774216016,7240.216666666666,106954752.0,665719939.0,4.0
1774216021,8359.233333333334,106954752.0,665719939.0,4.0
1774216026,8359.233333333334,106954752.0,665719939.0,4.0
1774216031,9297.266666666666,106954752.0,665719939.0,4.0
1774216036,9297.266666666666,106954752.0,665719939.0,4.0
1774216041,8458.516666666666,106954752.0,665719939.0,4.0
1774216046,8458.516666666666,106954752.0,665719939.0,4.0
1774216051,7554.4,106954752.0,665719939.0,4.0
1774216056,7554.4,106954752.0,665719939.0,4.0
1774216061,7554.4,106954752.0,665719939.0,4.0
1774216066,6479.383333333333,106954752.0,665719939.0,4.0
1774216071,6479.383333333333,106954752.0,665719939.0,4.0
1774216076,5848.083333333333,106954752.0,665719939.0,4.0
1774216081,5848.083333333333,106954752.0,665719939.0,4.0
1774216086,4859.766666666666,106954752.0,665719939.0,4.0
1774216091,4859.766666666666,106954752.0,665719939.0,4.0
1774216096,4268.816666666667,106954752.0,665719939.0,4.0
1774216101,4268.816666666667,106954752.0,665719939.0,4.0
1774216106,3553.6833333333334,106954752.0,665719939.0,4.0
1774216111,3553.6833333333334,106954752.0,665719939.0,4.0
1774216116,2995.233333333333,106954752.0,665719939.0,4.0
1774216121,2995.233333333333,106954752.0,665719939.0,4.0
1774216126,2685.7833333333333,106954752.0,665719939.0,4.0
1774216131,2685.7833333333333,106954752.0,665719939.0,4.0
1774216136,2685.7833333333333,106954752.0,665719939.0,4.0
1774216141,2323.366666666667,106954752.0,665719939.0,4.0
1774216146,2323.366666666667,106954752.0,665719939.0,4.0
1774216151,2274.0833333333335,106954752.0,665719939.0,4.0
1774216156,2274.0833333333335,106954752.0,665719939.0,4.0
1774216161,2274.0833333333335,0.0,665719939.0,7.0
1774216166,2274.0833333333335,0.0,665719939.0,7.0
1774216171,0.0,264241152.0,1331439878.0,7.0
1774216176,0.0,264241152.0,1331439878.0,7.0
1774216181,3690.55,264241152.0,1331439878.0,7.0
1774216186,3690.55,264241152.0,1331439878.0,7.0
1774216191,7891.833333333333,264241152.0,1331439878.0,7.0
1774216196,7891.833333333333,264241152.0,1331439878.0,7.0
1774216201,8860.65,264241152.0,1331439878.0,7.0
1774216206,8860.65,264241152.0,1331439878.0,7.0
1774216211,9552.2,264241152.0,1331439878.0,7.0
1774216216,9552.2,264241152.0,1331439878.0,7.0
1774216221,10853.416666666666,264241152.0,1331439878.0,7.0
1774216226,10853.416666666666,264241152.0,1331439878.0,7.0
1774216231,10379.2,264241152.0,1331439878.0,7.0
1774216236,10379.2,264241152.0,1331439878.0,7.0
1774216241,8134.433333333333,264241152.0,1331439878.0,7.0
1774216246,8134.433333333333,264241152.0,1331439878.0,7.0
1774216251,6524.516666666666,264241152.0,1331439878.0,7.0
1774216256,6524.516666666666,264241152.0,1331439878.0,7.0
1774216261,6809.183333333333,264241152.0,1331439878.0,7.0
1774216266,6809.183333333333,264241152.0,1331439878.0,7.0
1774216271,7177.933333333333,264241152.0,1331439878.0,7.0
1774216276,7177.933333333333,264241152.0,1331439878.0,7.0
1774216281,6956.733333333334,264241152.0,1331439878.0,7.0
1774216286,6956.733333333334,264241152.0,1331439878.0,7.0
1774216291,6791.8,264241152.0,1331439878.0,7.0
1774216296,6791.8,264241152.0,1331439878.0,7.0
1774216301,5911.266666666666,264241152.0,1331439878.0,7.0
1774216306,5911.266666666666,264241152.0,1331439878.0,7.0
1774216311,5911.266666666666,264241152.0,1331439878.0,7.0
1774216316,5563.3,264241152.0,1331439878.0,7.0
1774216321,5563.3,264241152.0,1331439878.0,7.0
1774216326,5095.783333333334,264241152.0,1331439878.0,7.0
1774216331,5095.783333333334,264241152.0,1331439878.0,7.0
1774216336,5263.883333333333,264241152.0,1331439878.0,7.0
1774216341,5263.883333333333,264241152.0,1331439878.0,7.0
1774216346,5276.483333333334,264241152.0,1331439878.0,7.0
1774216351,5276.483333333334,264241152.0,1331439878.0,8.0
1774216356,5276.483333333334,264241152.0,1331439878.0,8.0
1774216361,5276.483333333334,0.0,1331439878.0,25.0
1774216366,0.0,905969664.0,3994319634.0,25.0
1774216371,0.0,1358954496.0,4660039573.0,25.0
1774216376,5634.8,1358954496.0,4660039573.0,25.0
1774216381,5634.8,1358954496.0,4660039573.0,25.0
1774216386,7976.15,1358954496.0,4660039573.0,25.0
1774216391,7976.15,1358954496.0,4660039573.0,25.0
1774216396,9585.516666666666,1358954496.0,4660039573.0,25.0
1774216401,9585.516666666666,1358954496.0,4660039573.0,25.0
1774216406,11736.15,1358954496.0,4660039573.0,25.0
1774216411,11736.15,1358954496.0,4660039573.0,25.0
1774216416,12896.833333333334,1358954496.0,4660039573.0,25.0
1774216421,12896.833333333334,1358954496.0,4660039573.0,25.0
