timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_slots_used
1773690486,6034.9,166429984.0,5.0
1773690491,6034.9,166429984.0,5.0
1773690496,13342.216666666667,166429984.0,5.0
1773690501,13342.216666666667,166429984.0,5.0
1773690506,18280.833333333332,166429984.0,5.0
1773690511,18280.833333333332,166429984.0,5.0
1773690516,23332.866666666665,166429984.0,5.0
1773690521,23332.866666666665,166429984.0,5.0
1773690526,28175.350000000002,166429984.0,5.0
1773690531,28175.350000000002,166429984.0,5.0
1773690536,29137.966666666667,166429984.0,5.0
1773690541,29137.966666666667,166429984.0,5.0
1773690546,29098.899999999998,166429984.0,5.0
1773690551,28999.883333333335,166429984.0,5.0
1773690556,28924.733333333334,166429984.0,5.0
1773690561,28763.95,166429984.0,5.0
1773690566,28507.85,166429984.0,5.0
1773690571,27933.066666666666,166429984.0,5.0
1773690576,27933.066666666666,166429984.0,5.0
1773690581,26548.0,166429984.0,5.0
1773690586,26548.0,166429984.0,5.0
1773690591,24965.36666666667,166429984.0,5.0
1773690596,24965.36666666667,166429984.0,5.0
1773690601,23549.033333333333,166429984.0,5.0
1773690606,23549.033333333333,166429984.0,5.0
1773690611,23001.35,166429984.0,5.0
1773690616,23001.35,166429984.0,5.0
1773690621,22003.216666666664,166429984.0,5.0
1773690626,22003.216666666664,166429984.0,5.0
1773690631,22081.283333333333,166429984.0,5.0
1773690636,22081.283333333333,166429984.0,5.0
1773690641,20582.300000000003,166429984.0,5.0
1773690646,20582.300000000003,166429984.0,5.0
1773690651,20387.25,166429984.0,5.0
1773690656,20387.25,166429984.0,7.0
1773690661,15701.283333333333,166429984.0,7.0
1773690666,3640.9333333333334,0.0,7.0
1773690671,8457.4,0.0,7.0
1773690676,12457.4,0.0,7.0
1773690681,17348.9,0.0,7.0
1773690686,21348.9,0.0,7.0
1773690691,24964.15,0.0,7.0
1773690696,28964.15,0.0,7.0
1773690701,28964.15,0.0,7.0
1773690706,36425.28333333333,0.0,7.0
1773690711,36425.28333333333,0.0,7.0
1773690716,44206.21666666667,0.0,7.0
1773690721,44206.21666666667,0.0,7.0
1773690726,47166.816666666666,0.0,7.0
1773690731,47166.816666666666,0.0,7.0
1773690736,45489.399999999994,0.0,7.0
1773690741,45489.399999999994,0.0,7.0
1773690746,43707.28333333333,0.0,7.0
1773690751,43707.28333333333,0.0,7.0
1773690756,43640.28333333334,0.0,7.0
1773690761,43640.28333333334,0.0,7.0
1773690766,42912.3,0.0,7.0
1773690771,42912.3,0.0,7.0
1773690776,42001.933333333334,0.0,7.0
1773690781,42001.933333333334,0.0,7.0
1773690786,39140.51666666666,0.0,7.0
1773690791,39140.51666666666,0.0,7.0
1773690796,37102.36666666667,0.0,7.0
1773690801,37102.36666666667,0.0,7.0
1773690806,35142.683333333334,0.0,7.0
1773690811,33891.15,0.0,7.0
1773690816,33879.183333333334,0.0,7.0
1773690821,34037.583333333336,0.0,7.0
1773690826,33706.833333333336,0.0,7.0
1773690831,33805.66666666667,0.0,7.0
1773690836,33805.66666666667,0.0,7.0
1773690841,33805.66666666667,0.0,8.0
1773690846,18605.7,0.0,10.0
1773690851,0.0,132120576.0,10.0
1773690856,64.56666666666666,132120576.0,10.0
1773690861,631.3166666666666,132120576.0,10.0
1773690866,664.6833333333334,132120576.0,10.0
1773690871,1161.3166666666666,132120576.0,10.0
1773690876,1161.3166666666666,132120576.0,10.0
1773690881,1584.65,132120576.0,10.0
1773690886,1584.65,132120576.0,10.0
1773690891,1989.0833333333333,132120576.0,10.0
1773690896,1989.0833333333333,132120576.0,10.0
1773690901,2167.85,132120576.0,10.0
1773690906,2167.85,132120576.0,10.0
1773690911,2583.7166666666667,132120576.0,10.0
1773690916,2583.7166666666667,132120576.0,10.0
1773690921,1964.1499999999999,132120576.0,10.0
1773690926,1964.1499999999999,132120576.0,10.0
1773690931,1817.0333333333333,132120576.0,10.0
1773690936,1817.0333333333333,132120576.0,10.0
1773690941,1606.2166666666667,132120576.0,10.0
1773690946,1606.2166666666667,132120576.0,10.0
1773690951,1501.7499999999998,132120576.0,10.0
1773690956,1501.7499999999998,132120576.0,10.0
