timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774013014,4493.533333333334,166429984.0,1331439878.0,5.0
1774013019,4493.533333333334,166429984.0,1331439878.0,5.0
1774013024,8322.066666666666,166429984.0,1331439878.0,5.0
1774013029,8322.066666666666,166429984.0,1331439878.0,5.0
1774013034,12279.000000000002,166429984.0,1331439878.0,5.0
1774013039,12279.000000000002,166429984.0,1331439878.0,5.0
1774013044,16121.633333333333,166429984.0,1331439878.0,5.0
1774013049,16121.633333333333,166429984.0,1331439878.0,5.0
1774013054,19721.63333333333,166429984.0,1331439878.0,5.0
1774013059,19721.63333333333,166429984.0,1331439878.0,5.0
1774013064,22739.016666666666,166429984.0,1331439878.0,5.0
1774013069,22739.016666666666,166429984.0,1331439878.0,5.0
1774013074,22075.65,166429984.0,1331439878.0,5.0
1774013079,22075.65,166429984.0,1331439878.0,5.0
1774013084,22214.766666666666,166429984.0,1331439878.0,5.0
1774013089,22214.766666666666,166429984.0,1331439878.0,5.0
1774013094,21175.816666666666,166429984.0,1331439878.0,5.0
1774013099,21175.816666666666,166429984.0,1331439878.0,5.0
1774013104,20805.600000000002,166429984.0,1331439878.0,5.0
1774013109,20805.600000000002,166429984.0,1331439878.0,5.0
1774013114,20666.050000000003,166429984.0,1331439878.0,5.0
1774013119,20359.95,166429984.0,1331439878.0,5.0
1774013124,20109.033333333333,166429984.0,1331439878.0,5.0
1774013129,19553.033333333333,166429984.0,1331439878.0,5.0
1774013134,19640.666666666668,166429984.0,1331439878.0,5.0
1774013139,19836.333333333336,166429984.0,1331439878.0,5.0
1774013144,19426.783333333333,166429984.0,1331439878.0,5.0
1774013149,18522.566666666666,166429984.0,1331439878.0,5.0
1774013154,18717.916666666668,166429984.0,1331439878.0,5.0
1774013159,19158.766666666666,166429984.0,1331439878.0,5.0
1774013164,19158.766666666666,166429984.0,1331439878.0,5.0
1774013169,18331.016666666666,166429984.0,1331439878.0,5.0
1774013174,18331.016666666666,166429984.0,1331439878.0,5.0
1774013179,18104.183333333334,166429984.0,1331439878.0,5.0
1774013184,18104.183333333334,166429984.0,1331439878.0,8.0
1774013189,0.0,166429984.0,1331439878.0,8.0
1774013194,0.0,0.0,1331439878.0,8.0
1774013199,1152.2499999999998,419430400.0,1331439878.0,8.0
1774013204,1152.2499999999998,419430400.0,1331439878.0,8.0
1774013209,8287.633333333333,419430400.0,1331439878.0,8.0
1774013214,8287.633333333333,419430400.0,1331439878.0,8.0
1774013219,14543.183333333332,419430400.0,1331439878.0,8.0
1774013224,14543.183333333332,419430400.0,1331439878.0,8.0
1774013229,20401.016666666666,419430400.0,1331439878.0,8.0
1774013234,20401.016666666666,419430400.0,1331439878.0,8.0
1774013239,25930.883333333335,419430400.0,1331439878.0,8.0
1774013244,25930.883333333335,419430400.0,1331439878.0,8.0
1774013249,31411.583333333336,419430400.0,1331439878.0,8.0
1774013254,31411.583333333336,419430400.0,1331439878.0,8.0
1774013259,35758.7,419430400.0,1331439878.0,8.0
1774013264,35758.7,419430400.0,1331439878.0,8.0
1774013269,34031.8,419430400.0,1331439878.0,8.0
1774013274,34031.8,419430400.0,1331439878.0,8.0
1774013279,33251.75,419430400.0,1331439878.0,8.0
1774013284,33251.75,419430400.0,1331439878.0,8.0
1774013289,31661.433333333338,419430400.0,1331439878.0,8.0
1774013294,31661.433333333338,419430400.0,1331439878.0,8.0
1774013299,31276.4,419430400.0,1331439878.0,8.0
1774013304,31276.4,419430400.0,1331439878.0,8.0
1774013309,30960.38333333333,419430400.0,1331439878.0,8.0
1774013314,30539.13333333333,419430400.0,1331439878.0,8.0
1774013319,30248.083333333332,419430400.0,1331439878.0,8.0
1774013324,29990.85,419430400.0,1331439878.0,8.0
1774013329,29982.8,419430400.0,1331439878.0,8.0
1774013334,30052.8,419430400.0,1331439878.0,8.0
1774013339,30052.8,419430400.0,1331439878.0,8.0
1774013344,29211.81666666667,419430400.0,1331439878.0,8.0
1774013349,29211.81666666667,419430400.0,1331439878.0,8.0
1774013354,28982.999999999996,419430400.0,1331439878.0,8.0
1774013359,28982.999999999996,419430400.0,1331439878.0,8.0
1774013364,28135.9,419430400.0,1331439878.0,8.0
1774013369,28135.9,419430400.0,1331439878.0,8.0
1774013374,28135.9,0.0,1331439878.0,8.0
1774013379,28135.9,0.0,1331439878.0,8.0
1774013384,0.0,218103808.0,1997159817.0,12.0
1774013389,0.0,436207616.0,1997159817.0,12.0
1774013394,3216.9666666666662,436207616.0,1997159817.0,12.0
1774013399,3216.9666666666662,436207616.0,1997159817.0,12.0
1774013404,3488.866666666667,436207616.0,1997159817.0,12.0
1774013409,3488.866666666667,436207616.0,1997159817.0,12.0
1774013414,5389.299999999999,436207616.0,1997159817.0,12.0
1774013419,5389.299999999999,436207616.0,1997159817.0,12.0
1774013424,7487.849999999999,436207616.0,1997159817.0,12.0
1774013429,7487.849999999999,436207616.0,1997159817.0,12.0
1774013434,8153.883333333334,436207616.0,1997159817.0,12.0
1774013439,8153.883333333334,436207616.0,1997159817.0,12.0
1774013444,8691.783333333333,436207616.0,1997159817.0,12.0
1774013449,8691.783333333333,436207616.0,1997159817.0,12.0
1774013454,6059.45,436207616.0,1997159817.0,12.0
1774013459,6059.45,436207616.0,1997159817.0,12.0
1774013464,6579.8,436207616.0,1997159817.0,12.0
1774013469,6579.8,436207616.0,1997159817.0,12.0
1774013474,5496.983333333334,436207616.0,1997159817.0,12.0
1774013479,5496.983333333334,436207616.0,1997159817.0,12.0
1774013484,4000.0666666666666,436207616.0,1997159817.0,12.0
1774013489,4000.0666666666666,436207616.0,1997159817.0,12.0
1774013494,3883.883333333333,436207616.0,1997159817.0,12.0
1774013499,3798.9500000000003,436207616.0,1997159817.0,12.0
1774013504,3767.8833333333337,436207616.0,1997159817.0,12.0
1774013509,3714.116666666667,436207616.0,1997159817.0,12.0
1774013514,3696.383333333333,436207616.0,1997159817.0,12.0
1774013519,3566.216666666667,436207616.0,1997159817.0,12.0
1774013524,3368.5000000000005,436207616.0,1997159817.0,12.0
1774013529,2911.866666666667,436207616.0,1997159817.0,12.0
1774013534,2814.4166666666665,436207616.0,1997159817.0,12.0
1774013539,2735.0333333333333,436207616.0,1997159817.0,12.0
1774013544,2735.0333333333333,436207616.0,1997159817.0,12.0
1774013549,2634.0333333333333,436207616.0,1997159817.0,12.0
1774013554,2634.0333333333333,436207616.0,1997159817.0,12.0
1774013559,2637.1,436207616.0,1997159817.0,12.0
1774013564,2637.1,436207616.0,1997159817.0,12.0
1774013569,2649.033333333333,436207616.0,1997159817.0,12.0
1774013574,2649.033333333333,436207616.0,1997159817.0,12.0
1774013579,2649.033333333333,218103808.0,1997159817.0,12.0
1774013584,2649.033333333333,0.0,1997159817.0,28.0
1774013589,0.0,872415232.0,4660039573.0,28.0
1774013594,0.0,1090519040.0,4660039573.0,28.0
1774013599,343.43333333333334,1308622848.0,4660039573.0,28.0
1774013604,343.43333333333334,1308622848.0,4660039573.0,28.0
1774013609,3984.4333333333334,1308622848.0,4660039573.0,28.0
1774013614,3984.4333333333334,1308622848.0,4660039573.0,28.0
1774013619,5259.35,1308622848.0,4660039573.0,28.0
1774013624,5259.35,1308622848.0,4660039573.0,28.0
