timestamp_epoch,source_throughput_records_per_sec,total_managed_memory_used_bytes,total_managed_memory_total_bytes,total_slots_used
1774218607,3134.883333333333,166429984.0,665719939.0,2.0
1774218612,3134.883333333333,166429984.0,665719939.0,2.0
1774218617,5990.866666666667,166429984.0,665719939.0,2.0
1774218622,5990.866666666667,166429984.0,665719939.0,2.0
1774218627,7341.116666666667,166429984.0,665719939.0,2.0
1774218632,7341.116666666667,166429984.0,665719939.0,2.0
1774218637,8555.45,166429984.0,665719939.0,2.0
1774218642,8555.45,166429984.0,665719939.0,2.0
1774218647,9980.816666666668,166429984.0,665719939.0,2.0
1774218652,9980.816666666668,166429984.0,665719939.0,2.0
1774218657,9929.933333333332,166429984.0,665719939.0,2.0
1774218662,9929.933333333332,166429984.0,665719939.0,2.0
1774218667,8509.65,166429984.0,665719939.0,2.0
1774218672,8509.65,166429984.0,665719939.0,2.0
1774218677,8186.116666666667,166429984.0,665719939.0,2.0
1774218682,8186.116666666667,166429984.0,665719939.0,2.0
1774218687,8186.116666666667,166429984.0,665719939.0,2.0
1774218692,7891.183333333333,166429984.0,665719939.0,2.0
1774218697,7891.183333333333,166429984.0,665719939.0,2.0
1774218702,7763.65,166429984.0,665719939.0,2.0
1774218707,7763.65,166429984.0,665719939.0,2.0
1774218712,7262.3,166429984.0,665719939.0,2.0
1774218717,7262.3,166429984.0,665719939.0,2.0
1774218722,7139.516666666666,166429984.0,665719939.0,2.0
1774218727,7139.516666666666,166429984.0,665719939.0,2.0
1774218732,7282.383333333333,166429984.0,665719939.0,2.0
1774218737,7282.383333333333,166429984.0,665719939.0,2.0
1774218742,7332.933333333333,166429984.0,665719939.0,2.0
1774218747,7332.933333333333,166429984.0,665719939.0,2.0
1774218752,7470.9,166429984.0,665719939.0,2.0
1774218757,7470.9,166429984.0,665719939.0,2.0
1774218762,7409.3,166429984.0,665719939.0,2.0
1774218767,7409.3,166429984.0,665719939.0,2.0
1774218772,0.0,166429984.0,665719939.0,4.0
1774218777,0.0,0.0,665719939.0,4.0
1774218782,0.0,0.0,665719939.0,4.0
1774218787,6061.533333333334,499289952.0,665719939.0,4.0
1774218792,6061.533333333334,499289952.0,665719939.0,4.0
1774218797,14189.216666666667,499289952.0,665719939.0,4.0
1774218802,14189.216666666667,499289952.0,665719939.0,4.0
1774218807,17916.3,499289952.0,665719939.0,4.0
1774218812,17916.3,499289952.0,665719939.0,4.0
1774218817,21204.3,499289952.0,665719939.0,4.0
1774218822,21204.3,499289952.0,665719939.0,4.0
1774218827,24100.966666666667,499289952.0,665719939.0,4.0
1774218832,24100.966666666667,499289952.0,665719939.0,4.0
1774218837,26457.75,499289952.0,665719939.0,4.0
1774218842,26457.75,499289952.0,665719939.0,4.0
